model,video_url,model_text_explanation,annotated_text_explanation,nivel_concordancia,setting,is_valid
gemini-2.5-flash,https://www.youtube.com/shorts/5yyvijghJek?feature=share,"O humor presente no texto surge da **interpretação literal e equivocada** do Personagem 1 (o Matuto) sobre a tecnologia de uma rádio.

Os elementos que contribuem para o efeito cômico são:

1.  **A ingenuidade/falta de conhecimento:** O Matuto, caracterizado pela sua origem (""Matuto"", ""torrão""), demonstra uma compreensão muito básica e errônea sobre o funcionamento de uma antena e seu propósito, que não é ser uma extensão física de um rádio.
2.  **A lógica desproporcional e absurda:** A piada culmina na conclusão ilógica de que se a antena é gigante, o rádio também deveria ser. Essa extrapolação desmedida de uma proporção inexistente cria uma imagem mental cômica e absurda.
3.  **A quebra de expectativa:** A pergunta inocente do Matuto sobre a antena prepara o terreno para uma resposta técnica, mas sua réplica final surpreende pela simplicidade cômica de sua desinformação.
4.  **O contraste:** O humor também se estabelece no contraste entre o conhecimento comum (de que antenas e rádios têm tamanhos independentes e funcionais) e a percepção distorcida do personagem.","O personagem diverte ao afirmar que se a antena que viu é grande, então ""logicamente"" o rádio que recebe seu sinal é tão grande quanto.",5,zero-shot,1
gemma-3-gaia-pt-br-4b-it,https://www.youtube.com/shorts/atthEkyj4oQ?feature=share,"Explique o motivo do humor presente no seguinte texto. Aponte os elementos que contribuem para seu efeito cômico.
Texto humorístico: Eu moro aqui perto, eu moro aqui na Bela Vista mesmo, e eu tava passando perto de casa ali, andando na rua despretensiosamente, e escutei uma discussão na rua, como bom fofoqueiro, à medida que eu observei a discussão acontecendo, eu diminuí o passo pra poder colher o máximo de informações que eu conseguisse, né? Até porque eu tenho um compromisso com meu marido, eu tinha que levar a fofoca, né? É muito importante a gente assumir isso, é todo mundo fofoqueiro, todo mundo aqui é fofoqueiro. A gente assiste série porque a gente é fofoqueiro. Ah, é feio ficar falando das coisas no grupo da família, a gente assiste série pra ter de quem falar, sem o peso na consciência. Eu acho que tem relações que se salvam por conta da fofoca. O meu casamento hoje, não é amor, é baseado em fofoca.
Responda apenas com a explicação, sem detalhes adicionais.
O humor no texto surge da hipérbole, da auto-depreciação e da ironia, que criam uma sensação de exagero e absurdo em relação ao comportamento do narrador e à sua percepção da vida social. A repetição da ideia de fofoca e a comparação do casamento com uma relação baseada nela, combinadas com o tom casual e despretensioso, geram um efeito cômico através do reconhecimento exagerado do papel do narrador como fofoqueiro e da trivialização de sua situação conjugal.
","O humorista brinca que, certa vez, diminuiu o passo para escutar atentamente uma discussão na rua, cumprindo seu dever de fofoqueiro e garantindo material de qualidade para contar ao marido. No final, ele diverte ao revelar que seu casamento não é baseado em amor, mas sim na troca de fofocas.",5,zero-shot,1
gemini-2.5-flash,https://www.youtube.com/shorts/5Z5gqsRWwsM?feature=share,"O humor reside principalmente na **incongruência** e na **ironia de situação**.

O elemento central é a **percepção distorcida** do amigo sob efeito da droga. Ele interpreta a chegada **real e perigosa da polícia** não como uma ameaça iminente, mas sim como um efeito amplificado e incrivelmente eficaz do ""loló"".

Isso cria uma **quebra de expectativa** para o leitor: enquanto o narrador e os outros amigos reagem com medo e fuga diante da polícia, o amigo permanece em sua ignorância cômica, elogiando a potência da droga por ""fazer ver a polícia"" além de apenas ""escutar a sirene"". A **cegueira situacional** e o **entusiasmo inapropriado** do personagem diante de um perigo evidente são os principais elementos que contribuem para o efeito cômico.","O humorista diverte ao contar que um amigo, ao ouvir que o loló o faria escutar sirenes, respondeu de forma bem sincera que, além de ouvir a sirene, também estava vendo a polícia, justamente no momento em que foi abordado por ela.",5,zero-shot,1
gemini-2.5-flash,https://www.youtube.com/shorts/uIZJ6VxDlnE?feature=share,"O humor reside principalmente na construção de situações absurdas e na utilização da hipérbole, da quebra de expectativa e da autodepreciação.

1.  **Hipérbole e Exagero:** A reação inicial à hora em que Márcio acorda e a comparação do pai com o apresentador do ""Globo Rural"" que ainda escova os dentes são exageros cômicos. A mãe ser ""louca"" por odiar tatuagens e a descrição da própria narradora como ""pintada"" e ""uma cadeira de escola pública, toda riscada"" também utilizam hipérbole para criar imagens vívidas e engraçadas.
2.  **Absurdo e Falácia Lógica:** O ponto alto do humor é a justificativa ilógica e ridícula da mãe para não gostar de tatuagens (""quem tem tatuagem, bate na mãe""). Essa generalização absurda e sem fundamento é a premissa para a piada final.
3.  **Quebra de Expectativa e Conclusão Irônica:** A piada final sobre a mãe do MC Guimê explora a lógica absurda estabelecida. Ao pegar a premissa ridícula da mãe e aplicá-la literalmente e de forma exagerada a uma figura pública conhecida por suas inúmeras tatuagens, a narradora cria uma imagem mental hilária e inesperada (""oito cacetadas que ela leva""), expondo a irracionalidade da afirmação inicial e gerando o riso.
4.  **Contraste e Autodepreciação:** O contraste entre o ódio da mãe por tatuagens e o fato de a filha ser ""pintada de tatuagem"" adiciona ironia. A autodepreciação da narradora ao descrever suas próprias tatuagens contribui para um humor identificável e descontraído.
5.  **Referência Cultural:** O uso de referências ao ""Globo Rural"" e ao MC Guimê conecta o humor a elementos da cultura brasileira, tornando-o mais próximo e compreensível para o público-alvo.","O humorista, ao ouvir um espectador dizer que acorda às seis da manhã, diverte ao comentar que seu pai levanta ainda mais cedo, antes mesmo do apresentador do Globo Rural estar pronto para entrar no ar, um programa que já começa absurdamente cedo. Em seguida, brinca sobre sua mãe, que detesta tatuagens, mas ele tem a pele tão tatuada que mais parece uma cadeira de escola pública, toda rabiscada com desenhos obscenos. Por fim, conta que ela tentou convencê-lo a não se tatuar, dizendo que quem tem tatuagem bate na mãe. Ele então responde com ironia, afirmando que, se isso fosse verdade, a mãe do MC Guimê, coberto de tatuagens, estaria apanhando todo dia.",5,zero-shot,1
llama-3-405b-instruct,https://www.youtube.com/shorts/K2wSblMkBgU?feature=share," O humor no texto é gerado pela ironia e pelo exagero na crítica à atitude de pessoas brancas em um show de rap, especificamente do grupo Racionais MC's. O narrador expressa indignação e frustração com a falta de autenticidade e desconexão dessas pessoas com a mensagem e o contexto das músicas, comparando suas ações a um show de MPB, que é um gênero musical geralmente associado a um público mais branco e de classe média. O uso de linguagem coloquial e expressões fortes, como ""porra"" e ""puto"", também contribui para o efeito cômico, criando um tom de revolta cômica. Além disso, a menção ao TikTok e a sugestão de que essas pessoas deveriam se limitar a fazer vídeos em casa, em vez de tentar se conectar com a cultura do rap de forma superficial, adiciona um elemento de sátira à crítica.","O humorista critica os ""playboys"" que vão aos shows dos Racionais e se comportam como se estivessem em uma festa qualquer ou gravando vídeos para o TikTok, dançando felizes e animados, sem prestar atenção ao peso e à mensagem das letras. Ele ironiza a situação ao dizer que, com tanta desconexão, o show mais parece uma apresentação de MPB da Marisa Monte.",5,zero-shot,1
sabia-3.1,https://www.youtube.com/shorts/lXrSjSNrewE?feature=share," O humor no texto advém do contraste exagerado entre a lealdade e a emoção do cachorro dos Estados Unidos que espera ansiosamente o dono após cinco anos de guerra e a indiferença e a atitude calculista do cachorro brasileiro que está pronto para fugir ao menor descuido do dono. A comicidade é reforçada pelo uso de linguagem informal e expressões exageradas, como ""Pula no cara, roda, mija pra cima"", que ilustram a intensidade do reencontro, enquanto o cachorro brasileiro é retratado de forma antropomorfizada, quase planejando sua fuga. A reação da Cleide, com sua resposta irritada e a imagem dela ""com a mão cheia de arroz"", adiciona um elemento de sátira cotidiana e absurdo à situação.","O humorista faz uma comparação bem-humorada sobre o comportamento dos cachorros em diferentes culturas. Ele diz que, nos EUA, os cachorros sentem tanto a falta dos donos que chegam a recebê-los no aeroporto com alegria, mesmo depois de 5 anos de separação. Já no Brasil, a história é diferente: os cachorros mal podem esperar para fugir de casa e se livrar do dono. Ele exemplifica isso com uma cena engraçada, em que uma moça chamada Cleide sai correndo, com a mão cheia de arroz, atrás de seu cachorroque fugiu.",5,zero-shot,1
gemini-2.5-flash,https://www.youtube.com/shorts/gT9Dm8s39Lc?feature=share,"A principal fonte de humor reside na quebra de expectativa. A narrativa constrói uma antecipação de herança substancial ao prometer ""o que vocês tenham com o que comer o resto da vida"", levando o leitor e os personagens a esperarem bens ou dinheiro. No entanto, o clímax revela um ""garfo para cada um"", subvertendo drasticamente essa expectativa.

Os elementos que contribuem para seu efeito cômico são:
*   **Quebra de Expectativa:** A virada inesperada do ""grande legado"" para um objeto trivial e inútil como herança.
*   **Ironia:** A discrepância entre a promessa solene de ""comer o resto da vida"" e a entrega de um mero garfo.
*   **Absurdo:** A ilogicidade e o ridículo de um garfo ser considerado uma herança capaz de prover sustento vitalício.
*   **Sarcasmo e Realismo Financeiro:** A justificativa do pai sobre as contas (ALT, água, luz e telefone) adiciona uma camada de humor amargo e autodepreciativo, enraizando a piada na realidade das dificuldades financeiras e na ausência de algo concreto para herdar.
*   **Caracterização (Filho Ganancioso):** A reação do filho ""mais ganancioso"" intensifica o impacto cômico da decepção.","O humorista, tomado por uma apreensão repentina de que pode morrer a qualquer momento, decide fazer um testamento para garantir que sua família tenha o que comer pelo resto da vida. No entanto, ao ser questionado pelo filho sobre o que pretende deixar de herança, ele responde de forma bem-humorada que deixará apenas um garfo para cada um. Afinal, se realmente morrer, estará tão longe de casa que não poderá pagar a ALT (água, luz e telefone).",5,zero-shot,1
gemini-2.5-flash,https://www.youtube.com/shorts/e--sOm52z98?feature=share,"O humor do texto reside principalmente na **relatabilidade** e na **quebra de expectativa** através da **ironia** e da **autodepreciação**.

Os elementos que contribuem para o efeito cômico são:

1.  **Quebra de Expectativa e Realidade:** O texto estabelece a expectativa socialmente construída para os 25 anos (carro, faculdade terminada) e a confronta abruptamente com a dura e comum realidade de sua ausência (""E seu carro não."").
2.  **Ironia e Hipérbole:** A idade de 25 anos, que deveria ser um marco de celebração, é dramaticamente qualificada como ""idade miserável"", e o pomposo ""quarto de século"" é usado em um contexto de lamentação, criando um contraste irônico.
3.  **Anticlímax e Piora da Situação:** Após a decepção inicial, o texto adiciona uma camada de desilusão com o ""Sabe o que é pior? Daqui a 5 anos, tu vai ter 30 anos. E só isso."", que é um golpe final na expectativa de progresso.
4.  **Autodepreciação e ""Lugar de Fala"":** A frase final ""E eu falo do meu lugar de fala, viu?"" valida a queixa ao revelar que o próprio locutor compartilha da mesma frustração, tornando o desabafo mais honesto e engraçado por sua sinceridade e cumplicidade na desgraça.
5.  **Linguagem Coloquial:** O tom informal e direto (""É tu que tá"", ""né, meu amigo"", ""poxa"") aproxima o narrador do ouvinte, criando um ambiente de conversa íntima onde a queixa compartilhada se torna mais cômica.","O humorista fala sobre ansiedades comuns de quem possui 25 anos de idade e como algumas delas não se cumprem. Ele utiliza um exemplo de quebra de expectativa da vida real para quebrar a expectativa durante seu texto e, a partir disso, parecer engraçado.  ",5,zero-shot,1
gemma-3-gaia-pt-br-4b-it,https://www.youtube.com/shorts/l3Kd4RnVf8A?feature=share,"Explique o motivo do humor presente no seguinte texto. Aponte os elementos que contribuem para seu efeito cômico.
Texto humorístico: Primeiro assim, quem nunca foi pro Lençóis Maranhenses, né? A Globo criou uma imagem na cabeça. Ó a galera de Minas. Já foram no Lençóis Maranhenses? Vocês achavam que era perto igual a Globo falava? Não era, irmão? A Globo enganou todo mundo, inclusive nós, maranhenses. A minha amiga do Piauí mora no Parnaíba, já é no Delta lá, falou: Ei, vou pra São Luís pra nós ir em Barreirinhos. Eu falei: vá daí que tá mais perto. Que a galera perdeu a noção, acha que pega o ônibus e chega, irmão. Mas é longe que é o diabo.
Responda apenas com a explicação, sem detalhes adicionais.
O humor no texto surge da hipérbole, da crítica irônica à desinformação midiática e da descrição exagerada da distância e da confusão causada pelas informações enganosas, utilizando uma linguagem coloquial e expressiva que ressoa com a experiência comum de viagens e a percepção de que a mídia nem sempre fornece informações precisas.
","O humorista critica a emissora Globo de forma humorada, dizendo que ela criou uma falsa ideia da distância até os Lençois Maranhenses. Ainda brinca contando sobre uma conversa que teve com uma amiga, em que sugere que ela parta de onde já está, em outro estado, pois provavelmente é mais perto de lá.",5,zero-shot,0
gpt-4,https://www.youtube.com/shorts/SVovHUL_Ogw?feature=share,"O humor no texto é derivado principalmente da inocência da criança que, sem querer, acaba revelando um segredo do pai. Há uma expectativa criada no leitor de que o menino irá corrigir sua gramática, mas, em vez disso, ele revela que o pai dormiu com a empregada. Esse jogo entre expectativa e realidade é o que torna a passagem engraçada. Além disso, a repetição da frase “menino que não guarda segredo” também funciona como um elemento humorístico, preparando o leitor para a revelação inesperada.","O humorista conta que, certa vez seu sobrinho, de maneira bastante sagaz, mas ainda genuína, revelou que o pai dele estava traindo a mãe com a empregada, essa que tentava o corrigir a pronúncia dele e acabou sendo punida de maneira inesperada por isso, tendo a traição revelada pelo menino.",5,zero-shot,1
gemini-2.5-flash,https://www.youtube.com/shorts/vVtcDYy3kAU?feature=share,"O humor do texto reside principalmente na **exageração hipérbole** e no **absurdo** da situação descrita.

Os elementos que contribuem para o efeito cômico são:

1.  **Exagero da Quantidade:** A descrição da casa como um lugar com ""oito pessoas"" na cozinha, gente limpando e pessoas seguindo o narrador ""igual as Olimpíadas"", cria uma imagem superpovoada e caótica, levando ao riso pelo excesso.
2.  **Absurdo da Dehumanização:** O patrão chamar os empregados genericamente de ""pobre"" (""Pobre, vem cá"") é cômico por sua total falta de reconhecimento individual e pela infantilização do trabalhador, ressaltando o privilégio extremo.
3.  **Inclusão de Elementos Fantásticos:** A menção de ""comprado uns dois curupiras só pra correr"" introduz um elemento surreal e folclórico em um contexto de riqueza mundana, quebrando a realidade e gerando um riso inesperado.
4.  **Reação do Narrador:** O espanto e a incredulidade do próprio narrador (""Tu é doido, meu"", ""Incrível, meu irmão"") validam o absurdo da situação para o público, convidando-o a compartilhar do mesmo choque cômico.
5.  **Linguagem Coloquial e Expressiva:** O uso de gírias e expressões informais (""só a porra"", ""Tu é doido"") confere autenticidade e vivacidade ao relato, amplificando o impacto humorístico.","O humorista relembra a visita a uma casa repleta de empregados e brinca que o dono, sem se preocupar em lembrar seus nomes, simplesmente os chamava de ""pobre"". Ele também comenta sobre a enorme mata dentro da propriedade e ironiza que o dono contratou dois curupiras para correr por lá. Ainda diz que se sentiu dentro das Olimpíadas, pois por onde passava tinha alguém fazendo alguma atividade pesada.",5,zero-shot,1
llama-3-405b-instruct,https://www.youtube.com/shorts/I0C30wrYLUw?feature=share," O humor está presente no texto devido à ironia e ao exagero. O narrador se indigna com o preço do café e a forma como é servido, mas o que torna a situação cômica é a sua reação exagerada e a contradição entre sua raiva e a consciência de classe que o impede de brigar com a garçonete. Além disso, a descrição detalhada e caricata da preparação do café, como a mulher trazendo um filtro de pano e um bule para o narrador coar o café, contribui para o efeito cômico. A crítica social implícita na situação, com a menção ao ""rico"" que aceita pagar qualquer preço, também é um elemento que contribui para o humor.","O humorista tira sarro dos ricos que pagam para viver a ""experiência"" de preparar o próprio café na cafeteria, enquanto a garçonete apenas traz os itens à mesa. Ele critica essa tendência, dizendo que, por causa dessas pessoas que aceitam pagar por esse absurdo, os pobres acabam sendo prejudicados, afinal, ele só queria que o café já viesse coado. Conta ainda que, certa vez, viveu essa experiência e, embora o café fosse bom, estava tão irritado que nem conseguiu apreciar direito. No fim, brinca que sua consciência de classe o impediu de discutir com a garçonete, pois ele entende o lado do trabalhador.",5,zero-shot,1
sabia-3.1,https://www.youtube.com/shorts/xcwFa2ff_08?feature=share," O humor está presente no texto devido à interpretação literal da expressão ""distância de você"", que é usada metaforicamente pela personagem 1 para indicar que sua esposa está zangada e deseja espaço emocional. As vozes ao fundo interpretam essa expressão de forma literal, sugerindo que a personagem 1 deve recuar fisicamente, criando uma situação absurda e cômica. A comicidade é intensificada pela reação exagerada e pela quebra de expectativa entre o uso metafórico e a interpretação literal da expressão.","O humor surge do fato do personagem achar que a mulher está utilizando a prática do isolamento social, medida de segurança seguida durante a pandemia, como motivo para se afastar dele.",5,zero-shot,0
gemini-2.5-flash,https://www.youtube.com/shorts/YbMeRGEUW6U?feature=share,"O humor do texto reside principalmente na **atribuição arbitrária e exagerada** de destino e hierarquia militar com base em **associações sonoras e estereótipos** ligados aos sobrenomes.

Os elementos que contribuem para seu efeito cômico são:

*   **A personificação e o estereótipo dos sobrenomes:** Cria-se uma expectativa de poder e moral para nomes como ""Nascimento"" (evocando o Capitão Nascimento de *Tropa de Elite*) e ""Constantino"" (associado a figuras históricas grandiosas e exageradamente decorado como uma ""árvore de Natal""), em contraste gritante com ""Firmino"", que é rebaixado a um recruta eterno, destinado a tarefas braçais e sem prestígio (""cortar mato"", ""pintar meio fio"").
*   **O absurdo da premissa:** A ideia de que um sobrenome determinaria inerentemente a carreira e o sucesso militar é intrinsecamente ilógica e serve como base para a piada.
*   **A hipérbole:** O exagero nas descrições das honrarias de Constantino e da desgraça de Firmino intensifica o efeito cômico.
*   **O contraste acentuado:** A disparidade entre o sucesso atribuído a alguns nomes e o fracasso inevitável de outros gera comicidade.
*   **A linguagem coloquial e enfática:** O uso de gírias e expressões como ""porra"" adiciona um tom de indignação e informalidade que potencializa a entrega humorística.
*   **O meta-humor no final:** A antecipação da reação de um ""Firmino"" real que desminta as generalizações do texto, seguida pela admissão de uma tarefa ainda assim subalterna (""cozinho""), quebra a quarta parede e reforça a brincadeira com o estereótipo de forma auto-depreciativa.","O humorista diverte ao dizer que certos sobrenomes combinam perfeitamente com a carreira militar, como Nascimento, Souza e Constantino e, nesse último caso, imagina alguém com tantas medalhas no peito que mais parece um atleta olímpico. Por outro lado, tira sarro do nome Firmino, sugerindo que ele não tem o mesmo peso para um militar. Depois, ironiza ao prever que, quando o stand-up for para o YouTube, algum Firmino vai aparecer nos comentários dizendo que não só corta mato e pinta meio-fio, mas também cozinha, o que, segundo ele, ainda seria uma atividade de baixa patente.",5,zero-shot,1
gemini-2.5-flash,https://www.youtube.com/shorts/h0v61G5q8UY?feature=share,"O humor reside na quebra de expectativa. Os ""sintomas"" descritos pelo paciente (cabeça baixa, rir sozinho, desatenção) são inicialmente percebidos como queixas médicas ou psicológicas. No entanto, o médico revela que se trata, na verdade, de comportamentos comuns e exagerados associados ao uso do WhatsApp.

Os elementos que contribuem para o efeito cômico são:
1.  **Ambiguidade/Duplo Sentido:** As descrições funcionam perfeitamente tanto para um quadro clínico quanto para o comportamento típico de quem está absorto em um smartphone.
2.  **Quebra de Expectativa:** A virada da piada ocorre quando a suposta doença grave é diagnosticada como algo trivial e onipresente na vida moderna.
3.  **Identificação:** O público se reconhece ou reconhece facilmente esses comportamentos em outras pessoas devido à ubiquidade do uso de smartphones, tornando a situação engraçada e relatável.","O texto apresenta um médico que responde ao paciente, de maneira sarcástica, que ele só tá doente porque é viciado em um aplicativo de enviar mensagens.",5,zero-shot,1
granite-3-3-8b-instruct,https://www.youtube.com/shorts/jYkfys6dl7w?feature=share,"

O humor no texto é gerado principalmente pela situação cômica e pelo uso de linguagem coloquial e exagerada. A autora se apresenta como um filho pobre que, em vez de seguir caminhos mais arriscados, escolheu fazer uma escola técnica, o Senai. A reação exagerada e orgulhosa da mãe, que compartilha essa informação com qualquer pessoa que encontra, é cômica. A manicure da mãe também se envolve na conversa, reforçando a ideia de que essa é a principal realização da família. O humor também vem da ironia de que, para a mãe, o filho fazendo Senai é um grande feito, enquanto para outros, como a manicure, é apenas uma informação cotidiana. Além disso, a repetição da frase ""meu filho faz Senai"" por parte da mãe e a manicure adiciona um tom de absurdo e exagero à situação.","O humorista brinca dizendo que fazer um curso no SENAI foi um grande motivo de orgulho para sua mãe, pois ele, ao menos, não engravidou nenhuma prima nem entrou para o mundo do crime, algo ""comum"" entre jovens de famílias mais humildes. Ele então cita algumas situações em que sua mãe fazia questão de frisar, com entusiasmo, que o filho estava no SENAI, como quando ele tropeçava na rua, encontrava alguém ou até mesmo na manicure.",5,zero-shot,1
gpt-4,https://www.youtube.com/shorts/P__ct5qiJxs?feature=share,"O humor deste texto está baseado na repetição de uma única temática, o casamento, que é retratado de forma negativa e contrária ao que se espera tradicionalmente. Este contraste entre a ideia de ""felicidade conjugal"" e a insatisfação expressa pelo humorista gera o efeito cômico. Há, ainda, a inserção de elementos surpresa, como a resposta à pergunta sobre seu maior medo, por exemplo, e a inversão de expectativas (ex.: na pergunta sobre seu ídolo, onde ao invés de nomear uma pessoa famosa, ele simplesmente indica ""qualquer um que seja solteiro""). Além disso, o humor também se dá pela exageração de situações cotidianas e pelo uso de ironia.","O humorista responde a diversas perguntas e, independentemente do assunto, sempre encontra uma maneira de deixar claro o quanto se arrepende de ter se casado.",5,zero-shot,1
llama-3-405b-instruct,https://www.youtube.com/shorts/lnsxpLja2ZE?feature=share," O humor está na ironia e no exagero da situação. O narrador questiona a lógica das instruções de segurança em um avião, destacando a impossibilidade de escapar em caso de queda. O uso de frases como ""sair pra onde?"" e ""não tem saída pra cá"" contribui para o efeito cômico, mostrando a inutilidade das instruções de segurança em uma situação de emergência. Além disso, a forma como o narrador apresenta a situação de forma direta e sem rodeios, dizendo ""se cair, nós vamos morrer"", acrescenta ao humor.","O humorista comenta de forma sarcástica que não faz sentido uma aeromoça dizer quantas saídas um avião tem, sendo que ninguém vai sair do avião durante o voo.",5,zero-shot,1
sabia-3.1,https://www.youtube.com/shorts/7fFP33e0gpE?feature=share," O humor do texto reside na comparação exagerada e absurda entre a montagem de uma árvore de Natal de um rico e a de um pobre, utilizando situações cotidianas e estereótipos familiares para criar uma cena cômica. Elementos cômicos incluem: a dificuldade do rico em algo trivial como colocar a estrela na árvore, transformada em um ato quase cerimonial com o filho, evocando clichês de felicidade familiar (como os comerciais da Coca-Cola); o contraste com a situação do pobre, que usa uma caixa de sapato e lida com o cheiro de naftalina, ressaltando a simplicidade e improvisação; e o estereótipo da avó que guarda e usa naftalina, trazendo uma imagem pitoresca e familiar que provoca risos pela identificação e exagero.","O humorista faz uma comparação divertida entre as comemorações de Natal dos ricos e dos pobres. Brinca que a maior dificuldade dos ricos é colocar a estrela no topo da árvore gigantesca, encenando quase um comercial natalino da Coca-Cola. Já os pobres reutilizam caixas de sapato como se fossem caixas de presente, todas impregnadas com cheiro de naftalina, só para garantir que nada fique fedendo. Por fim, conclui de maneira bem-humorada que toda avó tem aquele característico cheirinho de naftalina.",5,zero-shot,1
sabia-3.1,https://www.youtube.com/shorts/tQEGf_GT6v4?feature=share," O humor no texto é gerado pela exageração e pela confusão mental do personagem que tenta conciliar trabalho e estudos, criando situações absurdas e ambíguas. A repetição das frases e a mistura dos contextos ""trabalho"" e ""faculdade"" provocam um efeito cômico de confusão. A metáfora do ""bafo de café"" para caracterizar alguém que estuda e trabalha exaustivamente é uma forma de exagero que gera riso. Além disso, a sátira ao filme ""American Pie"" e a autodepreciação ao dizer ""não tenho pai"" criam um contraste entre expectativas e realidade, reforçando o tom humorístico.","O humorista desabafa sobre o desgaste de conciliar estudos e trabalho, a ponto de o estudante nem conseguir diferenciar um ambiente do outro. Ele brinca que é fácil reconhecer alguém nessa rotina pelo bafo de café, já que a cafeína é essencial para se manter acordado. No fim, faz um trocadilho com o filme American Pie, dizendo que sua vida nunca seria como no filme, primeiro porque não é americano (no caso, norte-americano) e, segundo, porque nem tem ""pai"" – brincando com a semelhança fonética entre pie e pai.",5,zero-shot,0
gpt-4,https://www.youtube.com/shorts/jXHautnpHs0?feature=share,"O humor neste texto vem principalmente do elemento surpresa e da ironia. A Pessoa 1 pergunta ao Zé sobre algo sério e potencialmente assustador - o coronavírus. No entanto, a resposta de Zé desvia o foco desse assunto preocupante para um comentário irreverente e irônico sobre o casamento, comparando as restrições causadas pela pandemia ao cotidiano da vida matrimonial. Além disso, o remate final com a ressalva ""só que com tosse"" adiciona um toque cômico extra ao texto.",O humorista compara a restrição de contato presente em alguns casamentos com o mesmo tipo de restrição que houve durante a pandemia.,5,zero-shot,1
deepseek-r1-0528-qwen3-8b,https://www.youtube.com/shorts/HyDbhw6H1TA?feature=share,"Explique o motivo do humor presente no seguinte texto. Aponte os elementos que contribuem para seu efeito cômico.
Texto humorístico: A gente viu agora, nem tem muito tempo assim, a notícia, porra, viralizou e dividiu o Brasil. A separação, recentemente, né, a separação de Gracyanne Barbosa e Belo. Dividiu o Brasil. Foi uns do lado de Belo, outros do lado de Gracyanne, e todo mundo junto concordando que o personal é feio. Não, todo mundo viu. Não é possível que só eu vi aquela porra. Todo mundo viu, porque Belo é feio também, né. Belo não faz jus ao nome dele, a gente sabe disso. Mas Belo tem artifícios, né, Belo é famoso, é cantor, né, canta música romântica, né, tem o apelido de Belo. E o personal, que não faz nenhum mínimo, o nome dele é Gilson. Gilson, você não liga pra Gilson, você interfona, é um porteiro. O porteiro é dono de carro de som, né. Gil Som, o rei do pancadão.
Responda apenas com a explicação, sem detalhes adicionais. O texto é o seguinte: ""A gente viu agora, nem tem muito tempo assim, a notícia, porra, viralizou e dividiu o Brasil. A separação, recentemente, né, a separoação de Gracyanne Barbosa e Belo. Dividiu o Brasil. Foi uns do lado de Belo, outros do lado de Gracyanne, e todo mundo junto concordando que o personal é feio. Não, todo mundo viu. Não é possível que só eu vi aquela porra. Todo mundo viu, porque Belo é feio também, né. Belo não faz jus ao nome dele, a gente sabe disso. Mas Belo tem artifícios, né, Belo é famoso, é cantor, né, canta música romântica, né, tem o apelido de Belo. E o personal, que não faz nenhum mínimo, o nome dele é Gilson. Gilson, você não liga pra Gilson, você interfona, é um porteiro. O porteiro é dono de carro de som, né. Gil Som, o rei do pancadão."" O humor do texto está baseado","O humorista faz piada sobre a separação do cantor Belo e da influenciadora Gracyanne Barbosa. Ele comenta que, embora cada brasileiro tenha tomado partido na história, todos concordavam em um ponto: o personal trainer com quem ela se envolveu não era bonito. Ainda brinca com o nome dele, Gilson, dizendo que parece nome de porteiro e que, pelo menos, Belo, apesar de não fazer jus ao nome (por ser feio), é famoso e cantor. Para fechar, ele faz um trocadilho, chamando Gilson de ""Gil Som"", o ""rei do pancadão"".",5,zero-shot,0
gpt-4,https://www.youtube.com/shorts/bq0O90dttsM?feature=share,"O humor neste texto é gerado a partir de brincadeiras com a linguagem, exageros na narração dos eventos e referências culturais populares. Há uma sátira sobre o quão inusual seria alguém homenagear uma 'tripa' (um prato de comida feito de intestinos), normalmente um item menosprezado da culinária, com aplausos. A história sobre Roberto Carlo ser mordido por um cachorro também é exagerada e ridícula, envolvendo personagens caricatos (como Lourdes de Mané meia-noite) para causar risos. Além disso, o humorista utiliza a elaboração do famoso cantor Roberto Carlos como o personagem da história para introduzir o absurdo, visto que ele é uma figura muito respeitada na sociedade brasileira. Por fim, a menção ao Instagram adiciona um elemento culturalmente relevante que também contribui para a piada.","O humorista tira sarro do cantor Roberto Carlos por nunca ter comido tripa e, de maneira inusitada, pede uma salva de palmas para o prato, afirmando que ninguém jamais fez isso antes. Ele ainda compara a tripa a um biscoitinho exótico. Em seguida, conta uma história absurda em que Roberto Carlos invade o quintal de uma pessoa com um nome bastante ""criativo"" e acaba mordido por uma cachorra. Após o ataque, ele pede para a dona cuidar dos dentes do animal, alegando que sua ""canela é de massaranduba"", fazendo referência ao fato de que Roberto Carlos usa uma prótese na perna desde um acidente que sofreu na infância. Por fim, brinca dizendo que ainda bem que Roberto Carlos não tem Instagram e faz piada com o nome da dona do quintal.",5,zero-shot,0
sabia-3.1,https://www.youtube.com/shorts/h0v61G5q8UY?feature=share," O humor no texto é gerado pela expectativa de que o problema do homem seja algo sério, possivelmente relacionado à saúde mental ou física, mas a resposta do médico revela que é apenas uma questão de uso excessivo do WhatsApp. Os elementos que contribuem para o efeito cômico incluem o contraste entre a preocupação séria do homem e a resposta trivial do médico, o uso de sintomas típicos de doenças (como falta de atenção e risos inexplicáveis) para descrever um comportamento comum associado ao uso de smartphones, e a quebra de expectativa com a punchline ""Não, isso é WhatsApp"".","O texto apresenta um médico que responde ao paciente, de maneira sarcástica, que ele só tá doente porque é viciado em um aplicativo de enviar mensagens.",5,zero-shot,1
